COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
35041,0.009,0.154,0.089,0.146,0.602
35043,0.017,0.015,0.096,0.11,0.762
35045,0.057,0.015,0.118,0.255,0.555
35047,0.004,0.02,0.057,0.119,0.8
35049,0.008,0.016,0.031,0.143,0.803
35051,0.03,0.039,0.033,0.239,0.659
35053,0.002,0.008,0.05,0.193,0.746
35055,0.006,0.041,0.055,0.113,0.785
35057,0.097,0.005,0.035,0.167,0.696
35059,0.12,0.118,0.127,0.242,0.393
35061,0.006,0.009,0.143,0.195,0.648
36001,0.006,0.012,0.052,0.142,0.788
36003,0.062,0.015,0.028,0.124,0.771
36005,0.043,0.013,0.066,0.136,0.742
36007,0.044,0.028,0.051,0.066,0.812
36009,0.015,0.013,0.024,0.156,0.793
36011,0,0.033,0.072,0.162,0.732
36013,0.029,0.024,0.038,0.206,0.703
36015,0.012,0.046,0.092,0.256,0.594
36017,0.048,0.045,0.015,0.156,0.735
36019,0.017,0.024,0.102,0.084,0.773
36021,0.014,0.004,0.029,0.104,0.848
36023,0.001,0.062,0.015,0.118,0.803
36025,0.057,0.053,0.034,0.112,0.744
36027,0.007,0.009,0.031,0.099,0.854
36029,0.018,0.014,0.04,0.161,0.766
36031,0.05,0.05,0.057,0.107,0.736
36033,0.026,0.027,0.117,0.097,0.733
36035,0.078,0.015,0.06,0.118,0.729
36037,0.001,0.017,0.015,0.187,0.781
36039,0.022,0.014,0.03,0.146,0.788
36041,0.042,0.024,0.053,0.229,0.653
36043,0.015,0.026,0.042,0.158,0.758
36045,0.008,0.058,0.038,0.116,0.78
36047,0.035,0.034,0.058,0.141,0.732
36049,0.069,0.036,0.02,0.11,0.765
36051,0.011,0.034,0.009,0.111,0.835
36053,0.003,0.015,0.043,0.107,0.832
36055,0.018,0.012,0.056,0.129,0.785
36057,0.102,0.005,0.054,0.09,0.749
36059,0.017,0.018,0.043,0.142,0.779
36061,0.02,0.016,0.04,0.121,0.803
36063,0.001,0.028,0.037,0.204,0.73
36065,0.016,0.025,0.033,0.153,0.774
36067,0.019,0.008,0.054,0.163,0.756
36069,0.001,0.012,0.031,0.107,0.849
36071,0.023,0.008,0.042,0.18,0.746
36073,0.001,0.033,0.059,0.213,0.693
36075,0.017,0.003,0.094,0.119,0.766
36077,0.032,0.065,0.027,0.096,0.779
36079,0.003,0.018,0.022,0.105,0.852
36081,0.022,0.023,0.068,0.136,0.751
36083,0.018,0.018,0.073,0.14,0.751
36085,0.033,0.015,0.046,0.178,0.728
36087,0.011,0.018,0.054,0.195,0.722
36089,0.027,0.029,0.095,0.149,0.701
36091,0.02,0.012,0.062,0.156,0.751
36093,0.04,0.007,0.051,0.06,0.841
36095,0.007,0.02,0.04,0.108,0.825
36097,0.01,0.009,0.071,0.239,0.67
36099,0.001,0.012,0.042,0.082,0.864
36101,0.036,0.031,0.057,0.201,0.674
36103,0.04,0.019,0.053,0.106,0.782
36105,0.024,0.03,0.043,0.085,0.817
36107,0.019,0.011,0.018,0.114,0.839
36109,0.012,0.01,0.046,0.098,0.833
36111,0.014,0.023,0.045,0.1,0.818
36113,0.026,0.018,0.104,0.13,0.723
36115,0.026,0.027,0.135,0.138,0.673
36117,0.001,0.016,0.061,0.132,0.789
36119,0.025,0.018,0.044,0.115,0.798
36121,0.001,0.024,0.008,0.107,0.861
36123,0,0.006,0.023,0.087,0.884
37001,0.04,0.073,0.126,0.175,0.586
37003,0.027,0.023,0.103,0.272,0.575
37005,0.153,0.067,0.067,0.21,0.504
37007,0.053,0.062,0.08,0.163,0.641
37009,0.149,0.026,0.083,0.287,0.455
37011,0.096,0.01,0.212,0.173,0.509
37013,0.037,0.08,0.041,0.219,0.623
37015,0.1,0.04,0.064,0.214,0.582
37017,0.073,0.023,0.076,0.104,0.724
37019,0.024,0.018,0.036,0.248,0.673
37021,0.009,0.023,0.044,0.23,0.693
37023,0.091,0.056,0.124,0.189,0.54
37025,0.04,0.022,0.092,0.27,0.576
37027,0.028,0.031,0.072,0.199,0.67
37029,0.091,0.025,0.121,0.188,0.575
37031,0.01,0.067,0.167,0.197,0.56
37033,0.06,0.035,0.199,0.179,0.527
37035,0.035,0.07,0.13,0.214,0.551
37037,0.007,0.025,0.063,0.139,0.766
37039,0.085,0.109,0.101,0.147,0.557
37041,0.044,0.011,0.152,0.296,0.497
37043,0.099,0.091,0.095,0.169,0.546
37045,0.062,0.121,0.094,0.151,0.573
37047,0.179,0.043,0.113,0.155,0.511
37049,0.034,0.068,0.212,0.215,0.47
37051,0.028,0.047,0.1,0.175,0.649
37053,0.157,0.021,0.131,0.167,0.524
37055,0.028,0.005,0.102,0.194,0.671
37057,0.058,0.085,0.169,0.134,0.554
37059,0.074,0.067,0.037,0.14,0.681
37061,0.068,0.044,0.143,0.126,0.62
37063,0.017,0.014,0.033,0.104,0.832
37065,0.021,0.037,0.055,0.184,0.703
37067,0.02,0.022,0.068,0.183,0.706
37069,0.038,0.03,0.061,0.127,0.745
37071,0.038,0.079,0.054,0.197,0.632
37073,0.008,0.022,0.19,0.21,0.57
37075,0.095,0.072,0.096,0.236,0.502
37077,0.042,0.033,0.082,0.107,0.736
37079,0.072,0.061,0.127,0.24,0.501
37081,0.04,0.055,0.117,0.199,0.588
37083,0.014,0.007,0.068,0.2,0.711
37085,0.031,0.069,0.06,0.129,0.711
37087,0.077,0.039,0.03,0.188,0.666
37089,0.014,0.028,0.042,0.201,0.715
37091,0.02,0.007,0.06,0.217,0.696
37093,0.009,0.047,0.092,0.236,0.616
37095,0.133,0.03,0.08,0.259,0.498
37097,0.08,0.051,0.106,0.219,0.544
37099,0.077,0.065,0.067,0.176,0.616
37101,0.032,0.022,0.113,0.151,0.682
37103,0.064,0.051,0.208,0.233,0.445
37105,0.066,0.102,0.081,0.115,0.636
37107,0.109,0.041,0.112,0.228,0.51
37109,0.029,0.09,0.084,0.234,0.563
37111,0.075,0.114,0.105,0.143,0.563
37113,0.153,0.039,0.085,0.182,0.541
37115,0.016,0.034,0.08,0.178,0.692
37117,0.084,0.089,0.071,0.15,0.605
37119,0.029,0.037,0.075,0.166,0.694
37121,0.096,0.035,0.146,0.154,0.569
37123,0.027,0.056,0.078,0.184,0.655
37125,0.039,0.105,0.041,0.237,0.578
37127,0.044,0.032,0.038,0.212,0.673
37129,0.019,0.032,0.032,0.25,0.667
37131,0.017,0.003,0.067,0.201,0.712
37133,0.039,0.039,0.159,0.254,0.509
37135,0.01,0.02,0.028,0.142,0.801
37137,0.036,0.057,0.181,0.243,0.482
37139,0.067,0.021,0.11,0.238,0.563
37141,0.05,0.035,0.142,0.169,0.603
37143,0.036,0.014,0.154,0.299,0.498
37145,0.01,0.008,0.07,0.166,0.746
37147,0.034,0.065,0.085,0.204,0.612
37149,0.018,0.115,0.105,0.263,0.499
37151,0.066,0.078,0.105,0.138,0.613
37153,0.05,0.039,0.145,0.153,0.612
37155,0.062,0.031,0.116,0.165,0.626
37157,0.125,0.094,0.124,0.111,0.546
37159,0.086,0.065,0.131,0.175,0.542
37161,0.045,0.17,0.098,0.156,0.532
37163,0.006,0.005,0.084,0.197,0.708
37165,0.137,0.029,0.178,0.199,0.458
37167,0.029,0.083,0.097,0.217,0.574
37169,0.015,0.034,0.116,0.247,0.588
37171,0.019,0.041,0.1,0.382,0.458
37173,0.079,0.061,0.086,0.247,0.528
37175,0.025,0.013,0.047,0.224,0.691
37177,0.054,0.016,0.103,0.301,0.527
37179,0.06,0.045,0.067,0.213,0.615
37181,0.042,0.031,0.137,0.159,0.631
37183,0.015,0.02,0.07,0.168,0.727
37185,0.027,0.024,0.105,0.158,0.686
37187,0.113,0.053,0.057,0.301,0.476
37189,0.062,0.01,0.072,0.363,0.493
37191,0.017,0.018,0.09,0.132,0.744
37193,0.046,0.071,0.164,0.208,0.511
37195,0.013,0.067,0.081,0.248,0.59
37197,0.073,0.027,0.08,0.199,0.621
37199,0.028,0.019,0.063,0.224,0.665
38001,0.219,0.166,0.189,0.233,0.193
38003,0.111,0.079,0.137,0.248,0.425
38005,0.289,0.194,0.118,0.195,0.204
38007,0.2,0.201,0.137,0.244,0.218
38009,0.206,0.119,0.142,0.259,0.274
38011,0.188,0.141,0.146,0.262,0.263
38013,0.191,0.147,0.151,0.258,0.253
38015,0.172,0.233,0.091,0.297,0.207
38017,0.09,0.113,0.142,0.233,0.423
38019,0.146,0.272,0.165,0.222,0.195
38021,0.151,0.077,0.227,0.277,0.267
38023,0.186,0.168,0.163,0.255,0.227
38025,0.195,0.189,0.125,0.252,0.239
38027,0.269,0.159,0.117,0.209,0.246
38029,0.16,0.221,0.094,0.302,0.222
38031,0.265,0.081,0.081,0.27,0.304
38033,0.187,0.206,0.149,0.256,0.203
38035,0.097,0.122,0.222,0.253,0.305
38037,0.177,0.233,0.125,0.275,0.19
38039,0.162,0.054,0.197,0.217,0.37
38041,0.218,0.207,0.15,0.232,0.193
38043,0.193,0.206,0.074,0.301,0.226
38045,0.115,0.07,0.193,0.307,0.315
38047,0.172,0.156,0.104,0.295,0.272
38049,0.206,0.132,0.124,0.263,0.275
38051,0.169,0.128,0.136,0.275,0.291
38053,0.19,0.182,0.142,0.253,0.232
38055,0.189,0.185,0.107,0.273,0.246
38057,0.189,0.197,0.111,0.266,0.237
38059,0.172,0.235,0.096,0.293,0.205
38061,0.192,0.16,0.134,0.258,0.256
38063,0.133,0.183,0.193,0.218,0.274
38065,0.181,0.217,0.102,0.28,0.221
38067,0.08,0.216,0.202,0.256,0.247
38069,0.253,0.136,0.12,0.246,0.246
38071,0.242,0.25,0.138,0.175,0.195
38073,0.073,0.114,0.223,0.236,0.354
38075,0.193,0.13,0.141,0.262,0.274
38077,0.155,0.174,0.189,0.116,0.366
38079,0.248,0.154,0.135,0.235,0.228
38081,0.081,0.163,0.249,0.251,0.257
38083,0.203,0.186,0.091,0.285,0.235
38085,0.157,0.228,0.108,0.295,0.211
38087,0.217,0.179,0.142,0.246,0.215
38089,0.207,0.205,0.129,0.24,0.219
38091,0.172,0.061,0.302,0.182,0.283
38093,0.202,0.053,0.076,0.314,0.354
38095,0.263,0.232,0.127,0.198,0.18
38097,0.144,0.115,0.205,0.233,0.303
38099,0.087,0.181,0.208,0.253,0.271
38101,0.195,0.138,0.127,0.263,0.276
38103,0.254,0.163,0.083,0.275,0.226
38105,0.186,0.182,0.155,0.254,0.223
39001,0.074,0.116,0.149,0.222,0.439
39003,0.085,0.104,0.114,0.382,0.314
39005,0.068,0.035,0.268,0.19,0.438
39007,0.144,0.008,0.099,0.257,0.492
39009,0.071,0.115,0.164,0.236,0.413
39011,0.131,0.089,0.153,0.342,0.285
39013,0.082,0.086,0.118,0.25,0.464
39015,0.177,0.177,0.101,0.128,0.417
39017,0.047,0.072,0.106,0.244,0.531
39019,0.147,0.261,0.052,0.15,0.39
39021,0.084,0.051,0.274,0.269,0.321
39023,0.066,0.027,0.19,0.247,0.471
39025,0.082,0.069,0.074,0.192,0.584
39027,0.171,0.198,0.071,0.105,0.455
39029,0.098,0.08,0.115,0.156,0.551
39031,0.077,0.194,0.294,0.178,0.258
39033,0.101,0.107,0.126,0.184,0.482
39035,0.042,0.052,0.084,0.213,0.609
39037,0.216,0.084,0.15,0.28,0.271
39039,0.052,0.114,0.152,0.221,0.462
39041,0.018,0.081,0.084,0.177,0.64
39043,0.078,0.022,0.091,0.179,0.63
39045,0.1,0.095,0.135,0.142,0.527
39047,0.157,0.055,0.328,0.158,0.302
39049,0.042,0.054,0.09,0.198,0.617
39051,0.029,0.046,0.318,0.272,0.335
39053,0.074,0.082,0.203,0.178,0.463
39055,0.03,0.057,0.064,0.218,0.631
39057,0.041,0.082,0.095,0.264,0.519
39059,0.101,0.162,0.137,0.181,0.419
39061,0.069,0.056,0.102,0.224,0.549
39063,0.076,0.127,0.122,0.302,0.373
39065,0.149,0.121,0.134,0.227,0.368
39067,0.107,0.141,0.153,0.233,0.365
39069,0.038,0.111,0.189,0.197,0.465
39071,0.157,0.144,0.068,0.162,0.468
39073,0.169,0.137,0.21,0.104,0.38
39075,0.05,0.087,0.134,0.271,0.457
39077,0.191,0.064,0.204,0.172,0.369
39079,0.166,0.141,0.247,0.105,0.341
39081,0.076,0.142,0.152,0.209,0.42
39083,0.138,0.1,0.065,0.17,0.526
39085,0.067,0.039,0.104,0.246,0.544
39087,0.089,0.097,0.185,0.23,0.399
39089,0.056,0.102,0.176,0.127,0.539
39091,0.136,0.117,0.314,0.248,0.186
39093,0.089,0.097,0.099,0.207,0.508
39095,0.078,0.056,0.111,0.189,0.566
39097,0.037,0.087,0.167,0.262,0.447
39099,0.046,0.099,0.099,0.231,0.525
39101,0.084,0.18,0.115,0.159,0.462
39103,0.068,0.077,0.125,0.227,0.503
39105,0.072,0.137,0.182,0.177,0.432
39107,0.102,0.105,0.245,0.314,0.233
39109,0.077,0.07,0.19,0.227,0.436
39111,0.04,0.144,0.139,0.291,0.386
39113,0.041,0.065,0.065,0.222,0.607
39115,0.142,0.114,0.153,0.259,0.332
39117,0.059,0.094,0.075,0.31,0.462
39119,0.136,0.145,0.121,0.182,0.416
39121,0.109,0.176,0.139,0.219,0.357
39123,0.052,0.035,0.084,0.219,0.609
39125,0.095,0.061,0.24,0.314,0.29
39127,0.138,0.149,0.214,0.19,0.309
39129,0.067,0.087,0.092,0.244,0.51
39131,0.186,0.124,0.124,0.158,0.409
39133,0.028,0.078,0.126,0.213,0.555
39135,0.045,0.146,0.186,0.248,0.375
39137,0.041,0.118,0.253,0.307,0.28
39139,0.066,0.08,0.213,0.221,0.419
39141,0.181,0.103,0.101,0.168,0.447
39143,0.139,0.074,0.109,0.209,0.469
39145,0.121,0.096,0.242,0.156,0.387
39147,0.119,0.195,0.243,0.164,0.279
39149,0.182,0.119,0.216,0.283,0.2
39151,0.065,0.11,0.102,0.198,0.525
39153,0.048,0.056,0.125,0.207,0.565
39155,0.054,0.059,0.121,0.23,0.535
39157,0.126,0.204,0.116,0.215,0.339
39159,0.175,0.018,0.099,0.245,0.463
39161,0.069,0.084,0.223,0.412,0.212
39163,0.09,0.165,0.218,0.147,0.38
39165,0.062,0.044,0.085,0.162,0.647
39167,0.072,0.121,0.142,0.29,0.375
39169,0.064,0.082,0.144,0.245,0.466
39171,0.035,0.133,0.199,0.208,0.425
39173,0.029,0.061,0.086,0.252,0.572
39175,0.1,0.201,0.138,0.135,0.426
40001,0.105,0.068,0.258,0.213,0.356
40003,0.203,0.096,0.188,0.25,0.262
40005,0.076,0.184,0.111,0.284,0.345
40007,0.153,0.154,0.085,0.223,0.384
40009,0.088,0.265,0.187,0.121,0.339
40011,0.029,0.081,0.244,0.32,0.326
40013,0.094,0.087,0.125,0.237,0.457
40015,0.013,0.111,0.194,0.239,0.444
40017,0.043,0.073,0.103,0.309,0.472
40019,0.128,0.169,0.138,0.213,0.351
40021,0.099,0.121,0.212,0.24,0.327
40023,0.064,0.113,0.119,0.251,0.454
40025,0.14,0.089,0.153,0.26,0.358
40027,0.046,0.101,0.079,0.25,0.524
40029,0.075,0.12,0.105,0.307,0.394
40031,0.054,0.179,0.127,0.226,0.413
40033,0.06,0.117,0.102,0.173,0.548
40035,0.247,0.113,0.236,0.112,0.292
40037,0.154,0.074,0.145,0.212,0.415
40039,0.006,0.274,0.413,0.13,0.177
40041,0.188,0.187,0.202,0.107,0.316
40043,0.066,0.185,0.286,0.219,0.244
40045,0.132,0.22,0.135,0.207,0.306
40047,0.233,0.103,0.127,0.28,0.258
40049,0.075,0.087,0.157,0.249,0.433
40051,0.047,0.098,0.185,0.249,0.422
40053,0.205,0.136,0.145,0.255,0.257
40055,0.073,0.19,0.148,0.225,0.365
40057,0.105,0.158,0.16,0.239,0.338
40059,0.158,0.189,0.118,0.257,0.278
40061,0.146,0.09,0.203,0.258,0.303
40063,0.089,0.037,0.146,0.213,0.514
40065,0.021,0.127,0.148,0.291,0.411
40067,0.084,0.108,0.163,0.14,0.505
40069,0.088,0.137,0.157,0.244,0.374
40071,0.099,0.12,0.135,0.225,0.419
40073,0.046,0.093,0.05,0.192,0.619
40075,0.025,0.19,0.131,0.239,0.415
40077,0.159,0.136,0.184,0.277,0.245
40079,0.142,0.152,0.156,0.196,0.354
40081,0.135,0.103,0.204,0.222,0.337
40083,0.03,0.027,0.114,0.31,0.519
40085,0.188,0.08,0.103,0.195,0.435
40087,0.092,0.099,0.068,0.197,0.545
40089,0.131,0.141,0.117,0.187,0.423
40091,0.085,0.057,0.265,0.221,0.373
40093,0.169,0.072,0.212,0.285,0.261
40095,0.13,0.074,0.114,0.256,0.425
40097,0.173,0.175,0.213,0.135,0.303
40099,0.042,0.154,0.247,0.218,0.34
40101,0.063,0.088,0.262,0.198,0.388
40103,0.069,0.085,0.1,0.253,0.493
40105,0.148,0.121,0.164,0.181,0.386
40107,0.112,0.035,0.241,0.193,0.419
40109,0.096,0.064,0.097,0.225,0.518
40111,0.078,0.052,0.204,0.276,0.39
40113,0.077,0.103,0.23,0.218,0.372
40115,0.154,0.13,0.229,0.151,0.337
40117,0.178,0.085,0.159,0.213,0.365
40119,0.083,0.068,0.129,0.207,0.514
40121,0.117,0.112,0.153,0.36,0.258
40123,0.029,0.033,0.102,0.235,0.601
40125,0.042,0.052,0.278,0.236,0.392
40127,0.077,0.152,0.122,0.261,0.388
40129,0.109,0.248,0.192,0.091,0.36
40131,0.097,0.105,0.164,0.201,0.433
40133,0.095,0.034,0.225,0.169,0.478
40135,0.106,0.11,0.209,0.212,0.362
40137,0.041,0.088,0.21,0.286,0.375
40139,0.123,0.12,0.102,0.225,0.43
40141,0.042,0.142,0.11,0.225,0.48
40143,0.074,0.061,0.141,0.243,0.482
40145,0.032,0.112,0.175,0.306,0.375
40147,0.118,0.183,0.162,0.192,0.345
40149,0.024,0.256,0.243,0.164,0.313
40151,0.165,0.116,0.166,0.281,0.272
40153,0.146,0.232,0.145,0.247,0.229
41001,0.051,0.189,0.179,0.189,0.392
41003,0.007,0.007,0.059,0.156,0.77
41005,0.016,0.024,0.071,0.168,0.721
41007,0.052,0.027,0.051,0.073,0.797
41009,0.048,0.015,0.158,0.174,0.604
41011,0.128,0.061,0.136,0.099,0.577
41013,0.019,0.075,0.027,0.246,0.633
41015,0.025,0.058,0.1,0.162,0.655
41017,0.01,0.061,0.014,0.25,0.666
41019,0.082,0.052,0.116,0.239,0.511
41021,0.008,0.003,0.049,0.332,0.607
41023,0.014,0.062,0.132,0.12,0.671
41025,0.032,0.099,0.114,0.157,0.598
41027,0.03,0.071,0.127,0.162,0.61
41029,0.044,0.077,0.075,0.138,0.665
41031,0.018,0.062,0.012,0.25,0.657
41033,0.028,0.056,0.072,0.192,0.652
41035,0.097,0.031,0.062,0.227,0.583
41037,0.05,0.017,0.127,0.247,0.558
41039,0.031,0.036,0.077,0.137,0.719
41041,0.001,0.012,0.047,0.131,0.81
41043,0.057,0.025,0.096,0.159,0.664
41045,0.071,0.206,0.213,0.206,0.305
41047,0.029,0.013,0.053,0.196,0.71
41049,0.026,0.004,0.083,0.197,0.69
41051,0.013,0.016,0.054,0.178,0.738
41053,0.013,0.022,0.078,0.242,0.645
41055,0.008,0.014,0.046,0.271,0.66
41057,0.125,0.04,0.092,0.163,0.581
41059,0.043,0.01,0.081,0.155,0.71
41061,0.034,0.088,0.086,0.189,0.603
41063,0.041,0.083,0.146,0.229,0.501
41065,0.019,0.034,0.069,0.197,0.681
41067,0.006,0.009,0.059,0.169,0.756
41069,0.023,0.07,0.049,0.232,0.626
41071,0.021,0.035,0.072,0.143,0.729
42001,0.039,0.034,0.083,0.238,0.606
42003,0.017,0.022,0.035,0.165,0.761
42005,0.027,0.074,0.159,0.173,0.568
42007,0.015,0.023,0.1,0.137,0.725
42009,0.014,0.111,0.1,0.205,0.57
42011,0.036,0.012,0.06,0.174,0.719
42013,0.041,0.132,0.083,0.249,0.495
42015,0.042,0.017,0.051,0.194,0.697
42017,0.014,0.018,0.032,0.131,0.805
42019,0.035,0.062,0.062,0.194,0.647
42021,0.026,0.062,0.153,0.228,0.53
42023,0.147,0.014,0.048,0.142,0.649
42025,0.013,0.062,0.015,0.145,0.764
42027,0.017,0.013,0.076,0.101,0.792
42029,0.006,0.022,0.038,0.113,0.82
42031,0.057,0.03,0.152,0.155,0.605
42033,0.051,0.055,0.176,0.206,0.512
42035,0.014,0.024,0.077,0.19,0.696
42037,0.02,0.046,0.05,0.163,0.721
42039,0.024,0.016,0.136,0.266,0.558
42041,0.031,0.032,0.183,0.192,0.562
42043,0.032,0.023,0.258,0.147,0.539
42045,0.01,0.01,0.044,0.123,0.814
42047,0.055,0.016,0.084,0.15,0.695
42049,0.016,0.025,0.057,0.136,0.766
42051,0.053,0.064,0.144,0.161,0.578
42053,0.016,0.008,0.158,0.196,0.622
42055,0.023,0.04,0.082,0.248,0.607
42057,0.013,0.145,0.053,0.23,0.559
42059,0.104,0.11,0.187,0.124,0.475
42061,0.07,0.06,0.155,0.232,0.483
42063,0.015,0.047,0.066,0.22,0.652
42065,0.083,0.046,0.142,0.197,0.531
42067,0.065,0.068,0.093,0.214,0.56
42069,0.007,0.006,0.039,0.106,0.843
42071,0.037,0.013,0.054,0.172,0.724
42073,0.034,0.07,0.093,0.301,0.503
42075,0.026,0.008,0.062,0.178,0.725
42077,0.014,0.004,0.053,0.103,0.826
42079,0.016,0.024,0.045,0.136,0.779
42081,0.062,0.057,0.06,0.207,0.614
42083,0.012,0.004,0.03,0.134,0.82
42085,0.028,0.044,0.094,0.215,0.62
42087,0.084,0.049,0.129,0.171,0.567
42089,0.019,0.047,0.052,0.061,0.822
42091,0.016,0.019,0.044,0.16,0.761
42093,0.042,0.022,0.079,0.143,0.714
42095,0.015,0.012,0.034,0.118,0.822
42097,0.064,0.013,0.078,0.197,0.649
42099,0.035,0.017,0.1,0.199,0.649
42101,0.023,0.012,0.051,0.12,0.794
42103,0.01,0.013,0.036,0.165,0.777
42105,0.061,0.011,0.061,0.12,0.747
42107,0.066,0.002,0.048,0.173,0.711
42109,0.062,0.036,0.104,0.226,0.572
42111,0.041,0.04,0.188,0.267,0.464
42113,0.025,0.035,0.038,0.141,0.76
42115,0.046,0.029,0.038,0.065,0.822
42117,0.098,0.044,0.111,0.183,0.565
42119,0.078,0.032,0.103,0.211,0.576
42121,0.004,0.015,0.115,0.152,0.714
42123,0.009,0.019,0.114,0.224,0.634
42125,0.052,0.02,0.045,0.149,0.735
42127,0.004,0.009,0.08,0.08,0.828
42129,0.017,0.07,0.069,0.172,0.673
42131,0.035,0.008,0.049,0.072,0.836
42133,0.018,0.024,0.091,0.174,0.693
44001,0.007,0.003,0.02,0.143,0.827
44003,0.016,0.003,0.05,0.123,0.807
44005,0.004,0.006,0.046,0.129,0.815
44007,0.022,0.014,0.05,0.159,0.754
44009,0.012,0.022,0.034,0.126,0.807
45001,0.117,0.102,0.243,0.166,0.371
45003,0.1,0.086,0.116,0.193,0.505
45005,0.172,0.211,0.012,0.22,0.384
45007,0.069,0.065,0.138,0.26,0.468
45009,0.167,0.031,0.053,0.235,0.515
45011,0.169,0.067,0.035,0.281,0.447
45013,0.038,0.027,0.055,0.147,0.733
45015,0.05,0.074,0.107,0.171,0.597
45017,0.06,0.047,0.129,0.173,0.592
45019,0.036,0.059,0.062,0.186,0.657
45021,0.088,0.083,0.121,0.179,0.528
45023,0.151,0.065,0.055,0.23,0.5
45025,0.117,0.079,0.148,0.129,0.526
45027,0.083,0.147,0.128,0.157,0.486
45029,0.088,0.077,0.094,0.1,0.641
45031,0.153,0.083,0.114,0.103,0.548
45033,0.156,0.056,0.188,0.17,0.43
45035,0.071,0.071,0.123,0.16,0.576
45037,0.099,0.084,0.083,0.165,0.569
45039,0.046,0.032,0.046,0.31,0.566
45041,0.114,0.08,0.133,0.109,0.564
45043,0.04,0.014,0.079,0.191,0.675
45045,0.049,0.079,0.153,0.206,0.513
45047,0.074,0.087,0.226,0.151,0.463
45049,0.13,0.156,0.025,0.148,0.542
45051,0.086,0.052,0.081,0.19,0.591
45053,0.129,0.055,0.056,0.201,0.559
45055,0.062,0.019,0.114,0.189,0.616
45057,0.067,0.068,0.048,0.224,0.594
45059,0.09,0.102,0.164,0.214,0.43
45061,0.123,0.06,0.154,0.157,0.506
45063,0.044,0.038,0.129,0.214,0.576
45065,0.072,0.115,0.106,0.202,0.505
45067,0.28,0.036,0.182,0.127,0.376
45069,0.155,0.027,0.153,0.149,0.515
45071,0.078,0.128,0.062,0.202,0.529
45073,0.142,0.061,0.103,0.221,0.472
45075,0.135,0.056,0.111,0.169,0.529
45077,0.066,0.059,0.146,0.236,0.493
45079,0.03,0.016,0.099,0.235,0.62
45081,0.053,0.095,0.117,0.206,0.529
45083,0.06,0.091,0.126,0.227,0.496
45085,0.128,0.054,0.154,0.182,0.483
45087,0.14,0.02,0.074,0.305,0.462
45089,0.034,0.057,0.12,0.158,0.631
45091,0.057,0.074,0.062,0.204,0.602
46003,0.239,0.073,0.236,0.15,0.302
46005,0.234,0.104,0.147,0.173,0.342
46007,0.147,0.052,0.117,0.327,0.356
46009,0.108,0.205,0.198,0.193,0.295
46011,0.04,0.124,0.263,0.229,0.345
46013,0.256,0.098,0.142,0.166,0.338
46015,0.163,0.075,0.168,0.264,0.33
46017,0.161,0.059,0.157,0.253,0.371
46019,0.12,0.085,0.153,0.204,0.438
46021,0.155,0.167,0.122,0.277,0.278
46023,0.117,0.149,0.254,0.192,0.288
46025,0.211,0.147,0.172,0.125,0.345
46027,0.091,0.178,0.116,0.243,0.373
46029,0.185,0.144,0.25,0.117,0.305
46031,0.144,0.19,0.134,0.285,0.247
46033,0.132,0.088,0.156,0.229,0.396
46035,0.249,0.074,0.303,0.107,0.267
46037,0.256,0.14,0.175,0.118,0.311
46039,0.136,0.111,0.275,0.169,0.309
46041,0.069,0.057,0.141,0.237,0.497
46043,0.189,0.108,0.269,0.146,0.289
46045,0.217,0.088,0.15,0.197,0.348
46047,0.141,0.093,0.152,0.25,0.364
46049,0.205,0.079,0.146,0.198,0.372
46051,0.259,0.129,0.232,0.12,0.26
46053,0.113,0.118,0.206,0.264,0.299
46055,0.117,0.051,0.151,0.241,0.44
46057,0.119,0.143,0.256,0.137,0.345
46059,0.182,0.071,0.147,0.225,0.376
46061,0.185,0.107,0.269,0.148,0.29
46063,0.105,0.068,0.145,0.235,0.446
46065,0.091,0.027,0.109,0.251,0.523
46067,0.129,0.163,0.199,0.188,0.321
46069,0.142,0.053,0.142,0.234,0.43
46071,0.129,0.052,0.136,0.281,0.401
46073,0.233,0.073,0.185,0.184,0.326
46075,0.115,0.03,0.101,0.293,0.462
46077,0.128,0.13,0.217,0.184,0.341
46079,0.11,0.144,0.183,0.237,0.326
46081,0.124,0.089,0.154,0.205,0.428
46083,0.078,0.181,0.106,0.25,0.385
46085,0.13,0.046,0.119,0.287,0.419
46087,0.113,0.154,0.144,0.238,0.35
46089,0.204,0.091,0.161,0.22,0.323
46091,0.196,0.146,0.183,0.161,0.313
46093,0.123,0.078,0.161,0.214,0.425
46095,0.136,0.028,0.091,0.34,0.405
46097,0.16,0.123,0.216,0.218,0.284
46099,0.087,0.187,0.106,0.251,0.369
46101,0.078,0.183,0.165,0.245,0.329
46102,0.15,0.075,0.139,0.281,0.355
46103,0.127,0.078,0.159,0.222,0.414
46105,0.132,0.081,0.185,0.243,0.36
46107,0.131,0.067,0.147,0.225,0.431
46109,0.241,0.175,0.164,0.094,0.326
46111,0.252,0.095,0.222,0.155,0.276
46115,0.232,0.103,0.132,0.173,0.36
46117,0.08,0.024,0.104,0.245,0.546
46119,0.084,0.031,0.128,0.228,0.528
46121,0.147,0.031,0.097,0.368,0.357
46123,0.142,0.066,0.138,0.311,0.343
46125,0.084,0.176,0.115,0.251,0.375
