Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Rhode Island,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,All Sexes,All Ages,4211,47895,4154,1841,105,6624,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,All Ages,2149,25231,2205,955,53,3450,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,Under 1 year,,152,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,0-17 years,,303,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,1-4 years,0,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,5-14 years,0,51,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,15-24 years,,475,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,18-29 years,10,785,16,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,25-34 years,15,798,20,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,30-49 years,107,2220,94,43,,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,35-44 years,51,1040,39,20,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,45-54 years,95,1877,119,37,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,50-64 years,336,5202,412,147,16,617,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,55-64 years,288,4090,337,129,,505,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,65-74 years,547,5951,555,258,12,856,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,75-84 years,714,6344,671,310,13,1087,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Male,85 years and over,434,4426,451,191,,699,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,All Ages,2062,22664,1949,886,52,3174,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,Under 1 year,0,116,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,0-17 years,0,196,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,1-4 years,0,22,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,5-14 years,0,30,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,15-24 years,,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,18-29 years,,320,14,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,25-34 years,,364,19,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,30-49 years,50,1261,62,19,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,35-44 years,24,619,27,,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,45-54 years,65,1145,86,29,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,50-64 years,279,3397,314,127,10,476,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,55-64 years,237,2714,255,106,,392,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,65-74 years,462,4433,451,223,,697,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,75-84 years,570,5630,523,248,12,857,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Female,85 years and over,693,7427,583,263,11,1024,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,All Ages,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Carolina,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,All Sexes,All Ages,796,7515,741,337,28,1228,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,All Ages,418,3994,434,202,18,668,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,Under 1 year,0,24,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,0-17 years,0,49,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,5-14 years,0,10,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,15-24 years,0,64,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,18-29 years,,96,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,25-34 years,,109,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,30-49 years,20,313,22,12,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,35-44 years,,157,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,45-54 years,17,224,22,11,0,28,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,50-64 years,55,665,72,33,,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,55-64 years,46,529,60,27,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,65-74 years,82,845,96,43,,139,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,75-84 years,124,969,132,60,,200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Male,85 years and over,136,1057,111,53,,199,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,All Ages,378,3521,307,135,10,560,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,Under 1 year,0,27,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,0-17 years,0,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,15-24 years,,21,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,18-29 years,,30,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,25-34 years,,36,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,30-49 years,10,157,10,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,35-44 years,,75,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,45-54 years,13,131,15,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,50-64 years,36,429,49,20,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,55-64 years,30,358,39,18,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,65-74 years,57,550,64,32,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,75-84 years,87,783,77,37,,128,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Female,85 years and over,187,1529,104,43,,252,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,All Ages,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,South Dakota,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,All Sexes,All Ages,4304,68965,6282,2190,143,8536,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,All Ages,2394,36417,3464,1270,72,4660,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,Under 1 year,,258,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,0-17 years,,485,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,1-4 years,,50,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,5-14 years,0,89,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,15-24 years,,626,12,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,18-29 years,,1136,23,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,25-34 years,22,1293,29,,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,30-49 years,114,3628,143,50,,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,35-44 years,49,1678,66,23,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,45-54 years,123,2907,189,57,,261,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,50-64 years,430,7876,676,235,19,890,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,55-64 years,355,6224,548,198,14,719,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,65-74 years,619,8454,893,341,27,1198,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,75-84 years,745,8747,1033,388,14,1404,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Male,85 years and over,478,6091,691,253,,922,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,All Ages,1910,32548,2818,920,71,3876,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,Under 1 year,0,174,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,0-17 years,,299,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,1-4 years,,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,5-14 years,,40,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,15-24 years,,258,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,18-29 years,,467,13,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,25-34 years,,596,14,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,30-49 years,72,2050,114,34,11,163,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,35-44 years,33,971,54,17,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,45-54 years,84,1815,144,44,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,50-64 years,299,5218,500,189,14,623,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,55-64 years,249,4141,407,160,12,507,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,65-74 years,409,6347,653,200,13,874,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,75-84 years,549,8029,797,271,19,1093,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Female,85 years and over,570,10138,734,225,12,1091,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,All Ages,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Tennessee,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,All Sexes,All Ages,21895,197506,22148,11401,384,33010,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,All Ages,12646,105952,12465,6636,185,18654,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,Under 1 year,,864,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Male,0-17 years,15,1682,27,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Male,1-4 years,,189,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Male,5-14 years,,287,11,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Male,15-24 years,32,2014,46,11,0,67,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,18-29 years,95,3268,107,40,,164,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Male,25-34 years,176,3332,159,83,,257,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Male,30-49 years,1038,9779,772,470,16,1356,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,35-44 years,437,4528,347,203,,587,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Male,45-54 years,1167,8453,873,549,19,1510,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,50-64 years,3011,22637,2662,1539,53,4186,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,55-64 years,2336,17699,2119,1203,41,3292,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,65-74 years,3271,24190,3283,1829,37,4761,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,75-84 years,3154,24737,3316,1707,46,4806,
12/02/2020,02/01/2020,11/28/2020,Texas,Male,85 years and over,2062,19659,2298,1049,27,3337,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,All Ages,9248,91549,9682,4764,199,14355,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,Under 1 year,,681,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Female,0-17 years,13,1155,19,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Female,1-4 years,,135,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Female,5-14 years,,202,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Female,15-24 years,25,698,22,,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Female,18-29 years,50,1158,45,22,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Female,25-34 years,81,1342,68,34,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Female,30-49 years,520,5168,506,260,24,789,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,35-44 years,246,2426,244,119,14,384,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,45-54 years,589,4915,587,318,23,881,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,50-64 years,1663,13874,1771,933,50,2550,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,55-64 years,1299,10956,1404,738,35,1999,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,65-74 years,2090,17439,2207,1145,45,3194,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,75-84 years,2331,22525,2506,1229,39,3643,
12/02/2020,02/01/2020,11/28/2020,Texas,Female,85 years and over,2581,30230,2628,1171,33,4070,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,75-84 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Texas,Unknown,85 years and over,0,0,0,0,0,0,
