county,state,population2013,Core_Based_Statistical_Area
Montgomery,Kansas,34292,"Coffeyville, KS Micropolitan Statistical Area"
Morris,Kansas,5741,
Morton,Kansas,3143,
Nemaha,Kansas,10161,
Neosho,Kansas,16430,
Ness,Kansas,3073,
Norton,Kansas,5622,
Osage,Kansas,16142,"Topeka, KS Metropolitan Statistical Area"
Osborne,Kansas,3818,
Ottawa,Kansas,6042,"Salina, KS Micropolitan Statistical Area"
Pawnee,Kansas,6971,
Phillips,Kansas,5540,
Pottawatomie,Kansas,22691,"Manhattan, KS Metropolitan Statistical Area"
Pratt,Kansas,9878,
Rawlins,Kansas,2589,
Reno,Kansas,64190,"Hutchinson, KS Micropolitan Statistical Area"
Republic,Kansas,4820,
Rice,Kansas,10011,
Riley,Kansas,75394,"Manhattan, KS Metropolitan Statistical Area"
Rooks,Kansas,5190,
Rush,Kansas,3186,
Russell,Kansas,6933,
Saline,Kansas,55740,"Salina, KS Micropolitan Statistical Area"
Scott,Kansas,5035,
Sedgwick,Kansas,505415,"Wichita, KS Metropolitan Statistical Area"
Seward,Kansas,23390,"Liberal, KS Micropolitan Statistical Area"
Shawnee,Kansas,178831,"Topeka, KS Metropolitan Statistical Area"
Sheridan,Kansas,2553,
Sherman,Kansas,6115,
Smith,Kansas,3706,
Stafford,Kansas,4359,
Stanton,Kansas,2194,
Stevens,Kansas,5816,
Sumner,Kansas,23591,"Wichita, KS Metropolitan Statistical Area"
Thomas,Kansas,7948,
Trego,Kansas,2980,
Wabaunsee,Kansas,7051,"Topeka, KS Metropolitan Statistical Area"
Wallace,Kansas,1569,
Washington,Kansas,5629,
Wichita,Kansas,2192,
Wilson,Kansas,9105,
Woodson,Kansas,3221,
Wyandotte,Kansas,160384,"Kansas City, MO-KS Metropolitan Statistical Area"
Adair,Kentucky,18732,
Allen,Kentucky,20311,"Bowling Green, KY Metropolitan Statistical Area"
Anderson,Kentucky,21811,"Frankfort, KY Micropolitan Statistical Area"
Ballard,Kentucky,8332,"Paducah, KY-IL Micropolitan Statistical Area"
Barren,Kentucky,43027,"Glasgow, KY Micropolitan Statistical Area"
Bath,Kentucky,11961,"Mount Sterling, KY Micropolitan Statistical Area"
Bell,Kentucky,27885,"Middlesborough, KY Micropolitan Statistical Area"
Boone,Kentucky,124442,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Bourbon,Kentucky,19998,"Lexington-Fayette, KY Metropolitan Statistical Area"
Boyd,Kentucky,48886,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area"
Boyle,Kentucky,29013,"Danville, KY Micropolitan Statistical Area"
Bracken,Kentucky,8416,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Breathitt,Kentucky,13545,
Breckinridge,Kentucky,20040,
Bullitt,Kentucky,76854,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Butler,Kentucky,12793,"Bowling Green, KY Metropolitan Statistical Area"
Caldwell,Kentucky,12823,
Calloway,Kentucky,37657,"Murray, KY Micropolitan Statistical Area"
Campbell,Kentucky,90988,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Carlisle,Kentucky,5001,
Carroll,Kentucky,10953,
Carter,Kentucky,27202,
Casey,Kentucky,16067,
Christian,Kentucky,74167,"Clarksville, TN-KY Metropolitan Statistical Area"
Clark,Kentucky,35614,"Lexington-Fayette, KY Metropolitan Statistical Area"
Clay,Kentucky,21364,
Clinton,Kentucky,10146,
Crittenden,Kentucky,9255,
Cumberland,Kentucky,6789,
Daviess,Kentucky,98218,"Owensboro, KY Metropolitan Statistical Area"
Edmonson,Kentucky,12062,"Bowling Green, KY Metropolitan Statistical Area"
Elliott,Kentucky,7637,
Estill,Kentucky,14488,
Fayette,Kentucky,308428,"Lexington-Fayette, KY Metropolitan Statistical Area"
Fleming,Kentucky,14508,
Floyd,Kentucky,38728,
Franklin,Kentucky,49648,"Frankfort, KY Micropolitan Statistical Area"
Fulton,Kentucky,6385,
Gallatin,Kentucky,8474,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Garrard,Kentucky,16915,
Grant,Kentucky,24753,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Graves,Kentucky,37451,"Mayfield, KY Micropolitan Statistical Area"
Grayson,Kentucky,25997,
Green,Kentucky,11180,
Greenup,Kentucky,36519,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area"
Hancock,Kentucky,8687,"Owensboro, KY Metropolitan Statistical Area"
Hardin,Kentucky,108191,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area"
Harlan,Kentucky,28499,
Harrison,Kentucky,18518,
Hart,Kentucky,18573,
Henderson,Kentucky,46347,"Evansville, IN-KY Metropolitan Statistical Area"
Henry,Kentucky,15445,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Hickman,Kentucky,4745,
Hopkins,Kentucky,46634,"Madisonville, KY Micropolitan Statistical Area"
Jackson,Kentucky,13427,
Jefferson,Kentucky,756832,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Jessamine,Kentucky,50173,"Lexington-Fayette, KY Metropolitan Statistical Area"
Johnson,Kentucky,23449,
Kenton,Kentucky,163145,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Knott,Kentucky,15976,
Knox,Kentucky,31790,"London, KY Micropolitan Statistical Area"
LaRue,Kentucky,14064,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area"
Laurel,Kentucky,59563,"London, KY Micropolitan Statistical Area"
Lawrence,Kentucky,15856,
Lee,Kentucky,7260,
Leslie,Kentucky,11019,
Letcher,Kentucky,23619,
Lewis,Kentucky,13806,
Lincoln,Kentucky,24370,"Danville, KY Micropolitan Statistical Area"
Livingston,Kentucky,9359,"Paducah, KY-IL Micropolitan Statistical Area"
Logan,Kentucky,26876,
Lyon,Kentucky,8451,
McCracken,Kentucky,65373,"Paducah, KY-IL Micropolitan Statistical Area"
McCreary,Kentucky,17989,
McLean,Kentucky,9496,"Owensboro, KY Metropolitan Statistical Area"
Madison,Kentucky,85590,"Richmond-Berea, KY Micropolitan Statistical Area"
Magoffin,Kentucky,12950,
Marion,Kentucky,20045,
Marshall,Kentucky,31107,
Martin,Kentucky,12647,
Mason,Kentucky,17278,"Maysville, KY Micropolitan Statistical Area"
Meade,Kentucky,29210,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area"
Menifee,Kentucky,6288,"Mount Sterling, KY Micropolitan Statistical Area"
Mercer,Kentucky,21349,
Metcalfe,Kentucky,9983,"Glasgow, KY Micropolitan Statistical Area"
Monroe,Kentucky,10681,
Montgomery,Kentucky,27251,"Mount Sterling, KY Micropolitan Statistical Area"
Morgan,Kentucky,13380,
Muhlenberg,Kentucky,31179,
Nelson,Kentucky,44540,"Bardstown, KY Micropolitan Statistical Area"
Nicholas,Kentucky,7039,
Ohio,Kentucky,23988,
Oldham,Kentucky,62364,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Owen,Kentucky,10662,
Owsley,Kentucky,4654,
Pendleton,Kentucky,14570,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Perry,Kentucky,28010,
Pike,Kentucky,63380,
Powell,Kentucky,12494,
Pulaski,Kentucky,63907,"Somerset, KY Micropolitan Statistical Area"
Robertson,Kentucky,2235,
Rockcastle,Kentucky,16693,"Richmond-Berea, KY Micropolitan Statistical Area"
Rowan,Kentucky,23527,
Russell,Kentucky,17752,
Scott,Kentucky,49947,"Lexington-Fayette, KY Metropolitan Statistical Area"
Shelby,Kentucky,44216,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Simpson,Kentucky,17793,
Spencer,Kentucky,17637,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Taylor,Kentucky,24649,"Campbellsville, KY Micropolitan Statistical Area"
Todd,Kentucky,12503,
Trigg,Kentucky,14293,"Clarksville, TN-KY Metropolitan Statistical Area"
Trimble,Kentucky,8816,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Union,Kentucky,15029,
Warren,Kentucky,118370,"Bowling Green, KY Metropolitan Statistical Area"
Washington,Kentucky,11875,
Wayne,Kentucky,20678,
Webster,Kentucky,13452,
Whitley,Kentucky,35766,"London, KY Micropolitan Statistical Area"
Wolfe,Kentucky,7248,
Woodford,Kentucky,25275,"Lexington-Fayette, KY Metropolitan Statistical Area"
Acadia Parish,Louisiana,62204,"Lafayette, LA Metropolitan Statistical Area"
Allen Parish,Louisiana,25537,
Ascension Parish,Louisiana,114393,"Baton Rouge, LA Metropolitan Statistical Area"
Assumption Parish,Louisiana,23187,
Avoyelles Parish,Louisiana,41299,
Beauregard Parish,Louisiana,36167,"DeRidder, LA Micropolitan Statistical Area"
Bienville Parish,Louisiana,13981,
Bossier Parish,Louisiana,123823,"Shreveport-Bossier City, LA Metropolitan Statistical Area"
Caddo Parish,Louisiana,254887,"Shreveport-Bossier City, LA Metropolitan Statistical Area"
Calcasieu Parish,Louisiana,195296,"Lake Charles, LA Metropolitan Statistical Area"
Caldwell Parish,Louisiana,9989,
Cameron Parish,Louisiana,6744,"Lake Charles, LA Metropolitan Statistical Area"
Catahoula Parish,Louisiana,10238,
Claiborne Parish,Louisiana,16650,
Concordia Parish,Louisiana,20442,"Natchez, MS-LA Micropolitan Statistical Area"
De Soto Parish,Louisiana,27083,"Shreveport-Bossier City, LA Metropolitan Statistical Area"
East Baton Rouge Parish,Louisiana,445227,"Baton Rouge, LA Metropolitan Statistical Area"
East Carroll Parish,Louisiana,7529,
East Feliciana Parish,Louisiana,19728,"Baton Rouge, LA Metropolitan Statistical Area"
Evangeline Parish,Louisiana,33578,
Franklin Parish,Louisiana,20571,
Grant Parish,Louisiana,22030,"Alexandria, LA Metropolitan Statistical Area"
Iberia Parish,Louisiana,73878,"Lafayette, LA Metropolitan Statistical Area"
Iberville Parish,Louisiana,33367,"Baton Rouge, LA Metropolitan Statistical Area"
Jackson Parish,Louisiana,16112,
Jefferson Parish,Louisiana,434767,"New Orleans-Metairie, LA Metropolitan Statistical Area"
Jefferson Davis Parish,Louisiana,31301,
Lafayette Parish,Louisiana,230845,"Lafayette, LA Metropolitan Statistical Area"
Lafourche Parish,Louisiana,97141,"Houma-Thibodaux, LA Metropolitan Statistical Area"
LaSalle Parish,Louisiana,14777,
Lincoln Parish,Louisiana,47414,"Ruston, LA Micropolitan Statistical Area"
Livingston Parish,Louisiana,134053,"Baton Rouge, LA Metropolitan Statistical Area"
Madison Parish,Louisiana,11927,
Morehouse Parish,Louisiana,27057,"Bastrop, LA Micropolitan Statistical Area"
Natchitoches Parish,Louisiana,39138,"Natchitoches, LA Micropolitan Statistical Area"
Orleans Parish,Louisiana,378715,"New Orleans-Metairie, LA Metropolitan Statistical Area"
Ouachita Parish,Louisiana,156220,"Monroe, LA Metropolitan Statistical Area"
Plaquemines Parish,Louisiana,23550,"New Orleans-Metairie, LA Metropolitan Statistical Area"
Pointe Coupee Parish,Louisiana,22499,"Baton Rouge, LA Metropolitan Statistical Area"
Rapides Parish,Louisiana,132723,"Alexandria, LA Metropolitan Statistical Area"
Red River Parish,Louisiana,8894,
Richland Parish,Louisiana,20857,
Sabine Parish,Louisiana,24235,
St. Bernard Parish,Louisiana,43482,"New Orleans-Metairie, LA Metropolitan Statistical Area"
St. Charles Parish,Louisiana,52617,"New Orleans-Metairie, LA Metropolitan Statistical Area"
St. Helena Parish,Louisiana,10875,"Baton Rouge, LA Metropolitan Statistical Area"
St. James Parish,Louisiana,21752,"New Orleans-Metairie, LA Metropolitan Statistical Area"
St. John the Baptist Parish,Louisiana,43761,"New Orleans-Metairie, LA Metropolitan Statistical Area"
St. Landry Parish,Louisiana,83454,"Opelousas, LA Micropolitan Statistical Area"
St. Martin Parish,Louisiana,52936,"Lafayette, LA Metropolitan Statistical Area"
St. Mary Parish,Louisiana,53543,"Morgan City, LA Micropolitan Statistical Area"
St. Tammany Parish,Louisiana,242333,"New Orleans-Metairie, LA Metropolitan Statistical Area"
Tangipahoa Parish,Louisiana,125412,"Hammond, LA Metropolitan Statistical Area"
Tensas Parish,Louisiana,4908,
Terrebonne Parish,Louisiana,112749,"Houma-Thibodaux, LA Metropolitan Statistical Area"
Union Parish,Louisiana,22344,"Monroe, LA Metropolitan Statistical Area"
Vermilion Parish,Louisiana,59253,"Lafayette, LA Metropolitan Statistical Area"
Vernon Parish,Louisiana,52606,"Fort Polk South, LA Micropolitan Statistical Area"
Washington Parish,Louisiana,46419,"Bogalusa, LA Micropolitan Statistical Area"
Webster Parish,Louisiana,40678,"Shreveport-Bossier City, LA Metropolitan Statistical Area"
West Baton Rouge Parish,Louisiana,24573,"Baton Rouge, LA Metropolitan Statistical Area"
West Carroll Parish,Louisiana,11465,
West Feliciana Parish,Louisiana,15444,"Baton Rouge, LA Metropolitan Statistical Area"
Winn Parish,Louisiana,14813,
Androscoggin,Maine,107604,"Lewiston-Auburn, ME Metropolitan Statistical Area"
Aroostook,Maine,70055,
Cumberland,Maine,285456,"Portland-South Portland, ME Metropolitan Statistical Area"
Franklin,Maine,30495,
Hancock,Maine,54845,
Kennebec,Maine,121164,"Augusta-Waterville, ME Micropolitan Statistical Area"
Knox,Maine,39550,
Lincoln,Maine,34088,
Oxford,Maine,57277,
Penobscot,Maine,153364,"Bangor, ME Metropolitan Statistical Area"
Piscataquis,Maine,17124,
Sagadahoc,Maine,35013,"Portland-South Portland, ME Metropolitan Statistical Area"
Somerset,Maine,51706,
Waldo,Maine,38940,
Washington,Maine,32190,
York,Maine,199431,"Portland-South Portland, ME Metropolitan Statistical Area"
Allegany,Maryland,73521,"Cumberland, MD-WV Metropolitan Statistical Area"
Anne Arundel,Maryland,555743,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
Baltimore,Maryland,823015,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
Calvert,Maryland,90484,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Caroline,Maryland,32693,
Carroll,Maryland,167564,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
Cecil,Maryland,101913,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Charles,Maryland,152864,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Dorchester,Maryland,32660,"Cambridge, MD Micropolitan Statistical Area"
Frederick,Maryland,241409,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Garrett,Maryland,29889,
Harford,Maryland,249215,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
Howard,Maryland,304580,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
Kent,Maryland,19944,
Montgomery,Maryland,1016677,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Prince George's,Maryland,890081,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Queen Anne's,Maryland,48517,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
St. Mary's,Maryland,109633,"California-Lexington Park, MD Metropolitan Statistical Area"
Somerset,Maryland,26273,"Salisbury, MD-DE Metropolitan Statistical Area"
Talbot,Maryland,37931,"Easton, MD Micropolitan Statistical Area"
Washington,Maryland,149588,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area"
Wicomico,Maryland,100896,"Salisbury, MD-DE Metropolitan Statistical Area"
Worcester,Maryland,51620,"Salisbury, MD-DE Metropolitan Statistical Area"
Baltimore City,Maryland,622104,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
Barnstable,Massachusetts,214990,"Barnstable Town, MA Metropolitan Statistical Area"
Berkshire,Massachusetts,129585,"Pittsfield, MA Metropolitan Statistical Area"
Bristol,Massachusetts,552780,"Providence-Warwick, RI-MA Metropolitan Statistical Area"
Dukes,Massachusetts,17256,"Vineyard Haven, MA Micropolitan Statistical Area"
Essex,Massachusetts,762550,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Franklin,Massachusetts,71221,"Greenfield Town, MA Micropolitan Statistical Area"
Hampden,Massachusetts,467319,"Springfield, MA Metropolitan Statistical Area"
Hampshire,Massachusetts,159596,"Springfield, MA Metropolitan Statistical Area"
Middlesex,Massachusetts,1552802,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
"Nantucket, Town and County of",Massachusetts,10399,
Norfolk,Massachusetts,687802,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Plymouth,Massachusetts,501915,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Suffolk,Massachusetts,755503,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Worcester,Massachusetts,809106,"Worcester, MA-CT Metropolitan Statistical Area"
Alcona,Michigan,10578,
Alger,Michigan,9522,
Allegan,Michigan,112531,"Holland, MI Micropolitan Statistical Area"
Alpena,Michigan,29091,"Alpena, MI Micropolitan Statistical Area"
Antrim,Michigan,23370,
Arenac,Michigan,15487,
Baraga,Michigan,8695,
Barry,Michigan,59097,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
Bay,Michigan,106832,"Bay City, MI Metropolitan Statistical Area"
Benzie,Michigan,17428,"Traverse City, MI Micropolitan Statistical Area"
Berrien,Michigan,155252,"Niles-Benton Harbor, MI Metropolitan Statistical Area"
Branch,Michigan,43649,"Coldwater, MI Micropolitan Statistical Area"
Calhoun,Michigan,135012,"Battle Creek, MI Metropolitan Statistical Area"
Cass,Michigan,51910,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area"
Charlevoix,Michigan,26129,
Cheboygan,Michigan,25726,
Chippewa,Michigan,38696,"Sault Ste. Marie, MI Micropolitan Statistical Area"
Clare,Michigan,30569,
Clinton,Michigan,76739,"Lansing-East Lansing, MI Metropolitan Statistical Area"
Crawford,Michigan,13904,
Delta,Michigan,36905,"Escanaba, MI Micropolitan Statistical Area"
Dickinson,Michigan,26098,"Iron Mountain, MI-WI Micropolitan Statistical Area"
Eaton,Michigan,108348,"Lansing-East Lansing, MI Metropolitan Statistical Area"
Emmet,Michigan,33140,
Genesee,Michigan,415376,"Flint, MI Metropolitan Statistical Area"
Gladwin,Michigan,25493,
Gogebic,Michigan,15916,
Grand Traverse,Michigan,89987,"Traverse City, MI Micropolitan Statistical Area"
Gratiot,Michigan,41968,"Alma, MI Micropolitan Statistical Area"
Hillsdale,Michigan,46101,"Hillsdale, MI Micropolitan Statistical Area"
Houghton,Michigan,36225,"Houghton, MI Micropolitan Statistical Area"
Huron,Michigan,32224,
Ingham,Michigan,282234,"Lansing-East Lansing, MI Metropolitan Statistical Area"
Ionia,Michigan,64073,"Ionia, MI Micropolitan Statistical Area"
Iosco,Michigan,25429,
Iron,Michigan,11516,
Isabella,Michigan,70436,"Mount Pleasant, MI Micropolitan Statistical Area"
Jackson,Michigan,160369,"Jackson, MI Metropolitan Statistical Area"
Kalamazoo,Michigan,256725,"Kalamazoo-Portage, MI Metropolitan Statistical Area"
Kalkaska,Michigan,17196,"Traverse City, MI Micropolitan Statistical Area"
Kent,Michigan,621700,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
Keweenaw,Michigan,2191,"Houghton, MI Micropolitan Statistical Area"
Lake,Michigan,11386,
Lapeer,Michigan,88389,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Leelanau,Michigan,21747,"Traverse City, MI Micropolitan Statistical Area"
Lenawee,Michigan,99188,"Adrian, MI Micropolitan Statistical Area"
Livingston,Michigan,184443,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Luce,Michigan,6502,
Mackinac,Michigan,11061,
Macomb,Michigan,854769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Manistee,Michigan,24450,
Marquette,Michigan,67700,"Marquette, MI Micropolitan Statistical Area"
Mason,Michigan,28605,"Ludington, MI Micropolitan Statistical Area"
Mecosta,Michigan,43108,"Big Rapids, MI Micropolitan Statistical Area"
Menominee,Michigan,23791,"Marinette, WI-MI Micropolitan Statistical Area"
Midland,Michigan,83919,"Midland, MI Metropolitan Statistical Area"
Missaukee,Michigan,15051,"Cadillac, MI Micropolitan Statistical Area"
Monroe,Michigan,150376,"Monroe, MI Metropolitan Statistical Area"
Montcalm,Michigan,63105,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
Montmorency,Michigan,9350,
Muskegon,Michigan,171008,"Muskegon, MI Metropolitan Statistical Area"
Newaygo,Michigan,48001,
Oakland,Michigan,1231640,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Oceana,Michigan,26245,
Ogemaw,Michigan,21234,
Ontonagon,Michigan,6322,
Osceola,Michigan,23259,
Oscoda,Michigan,8379,
Otsego,Michigan,24129,
Ottawa,Michigan,272701,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
Presque Isle,Michigan,13062,
Roscommon,Michigan,24014,
Saginaw,Michigan,196542,"Saginaw, MI Metropolitan Statistical Area"
St. Clair,Michigan,160469,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
St. Joseph,Michigan,60964,"Sturgis, MI Micropolitan Statistical Area"
Sanilac,Michigan,41823,
Schoolcraft,Michigan,8247,
Shiawassee,Michigan,68900,"Owosso, MI Micropolitan Statistical Area"
Tuscola,Michigan,54263,
Van Buren,Michigan,75455,"Kalamazoo-Portage, MI Metropolitan Statistical Area"
Washtenaw,Michigan,354240,"Ann Arbor, MI Metropolitan Statistical Area"
Wayne,Michigan,1775273,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Wexford,Michigan,32645,"Cadillac, MI Micropolitan Statistical Area"
Aitkin,Minnesota,15742,
Anoka,Minnesota,339534,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Becker,Minnesota,33231,
Beltrami,Minnesota,45670,"Bemidji, MN Micropolitan Statistical Area"
Benton,Minnesota,39214,"St. Cloud, MN Metropolitan Statistical Area"
Big Stone,Minnesota,5122,
Blue Earth,Minnesota,65528,"Mankato-North Mankato, MN Metropolitan Statistical Area"
Brown,Minnesota,25332,"New Ulm, MN Micropolitan Statistical Area"
Carlton,Minnesota,35460,"Duluth, MN-WI Metropolitan Statistical Area"
Carver,Minnesota,95562,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Cass,Minnesota,28555,"Brainerd, MN Micropolitan Statistical Area"
Chippewa,Minnesota,12093,
Chisago,Minnesota,53761,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Clay,Minnesota,60661,"Fargo, ND-MN Metropolitan Statistical Area"
Clearwater,Minnesota,8838,
Cook,Minnesota,5200,
Cottonwood,Minnesota,11616,
Crow Wing,Minnesota,63208,"Brainerd, MN Micropolitan Statistical Area"
Dakota,Minnesota,408509,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Dodge,Minnesota,20349,"Rochester, MN Metropolitan Statistical Area"
Douglas,Minnesota,36545,"Alexandria, MN Micropolitan Statistical Area"
Faribault,Minnesota,14191,
Fillmore,Minnesota,20835,"Rochester, MN Metropolitan Statistical Area"
Freeborn,Minnesota,30948,"Albert Lea, MN Micropolitan Statistical Area"
Goodhue,Minnesota,46464,"Red Wing, MN Micropolitan Statistical Area"
Grant,Minnesota,5989,
Hennepin,Minnesota,1198778,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Houston,Minnesota,18799,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area"
Hubbard,Minnesota,20658,
Isanti,Minnesota,38204,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Itasca,Minnesota,45564,
Jackson,Minnesota,10260,
Kanabec,Minnesota,15996,
Kandiyohi,Minnesota,42410,"Willmar, MN Micropolitan Statistical Area"
Kittson,Minnesota,4503,
Koochiching,Minnesota,13206,
Lac qui Parle,Minnesota,7027,
Lake,Minnesota,10777,
Lake of the Woods,Minnesota,3929,
Le Sueur,Minnesota,27810,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Lincoln,Minnesota,5830,
Lyon,Minnesota,25487,"Marshall, MN Micropolitan Statistical Area"
McLeod,Minnesota,35918,"Hutchinson, MN Micropolitan Statistical Area"
Mahnomen,Minnesota,5532,
Marshall,Minnesota,9425,
Martin,Minnesota,20422,
Meeker,Minnesota,23119,
Mille Lacs,Minnesota,25833,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Morrison,Minnesota,32872,
Mower,Minnesota,39327,"Austin, MN Micropolitan Statistical Area"
Murray,Minnesota,8533,
Nicollet,Minnesota,33032,"Mankato-North Mankato, MN Metropolitan Statistical Area"
Nobles,Minnesota,21617,"Worthington, MN Micropolitan Statistical Area"
Norman,Minnesota,6631,
Olmsted,Minnesota,149226,"Rochester, MN Metropolitan Statistical Area"
Otter Tail,Minnesota,57581,"Fergus Falls, MN Micropolitan Statistical Area"
Pennington,Minnesota,14118,
Pine,Minnesota,29104,
Pipestone,Minnesota,9270,
Polk,Minnesota,31569,"Grand Forks, ND-MN Metropolitan Statistical Area"
Pope,Minnesota,10932,
Ramsey,Minnesota,526714,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Red Lake,Minnesota,4057,
Redwood,Minnesota,15744,
Renville,Minnesota,15166,
Rice,Minnesota,65049,"Faribault-Northfield, MN Micropolitan Statistical Area"
Rock,Minnesota,9520,
Roseau,Minnesota,15520,
St. Louis,Minnesota,200540,"Duluth, MN-WI Metropolitan Statistical Area"
Scott,Minnesota,137232,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Sherburne,Minnesota,90158,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Sibley,Minnesota,15072,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Stearns,Minnesota,152092,"St. Cloud, MN Metropolitan Statistical Area"
Steele,Minnesota,36465,"Owatonna, MN Micropolitan Statistical Area"
Stevens,Minnesota,9735,
Swift,Minnesota,9546,
Todd,Minnesota,24382,
Traverse,Minnesota,3445,
Wabasha,Minnesota,21443,"Rochester, MN Metropolitan Statistical Area"
Wadena,Minnesota,13804,
Waseca,Minnesota,19098,
Washington,Minnesota,246603,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Watonwan,Minnesota,11137,
Wilkin,Minnesota,6557,"Wahpeton, ND-MN Micropolitan Statistical Area"
Winona,Minnesota,51232,"Winona, MN Micropolitan Statistical Area"
Wright,Minnesota,128470,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Yellow Medicine,Minnesota,10143,
Adams,Mississippi,32090,"Natchez, MS-LA Micropolitan Statistical Area"
Alcorn,Mississippi,37316,"Corinth, MS Micropolitan Statistical Area"
Amite,Mississippi,12899,"McComb, MS Micropolitan Statistical Area"
Attala,Mississippi,19317,
Benton,Mississippi,8571,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Bolivar,Mississippi,34049,"Cleveland, MS Micropolitan Statistical Area"
Calhoun,Mississippi,14734,
Carroll,Mississippi,10385,"Greenwood, MS Micropolitan Statistical Area"
Chickasaw,Mississippi,17311,
Choctaw,Mississippi,8371,
Claiborne,Mississippi,9253,"Vicksburg, MS Micropolitan Statistical Area"
Clarke,Mississippi,16415,"Meridian, MS Micropolitan Statistical Area"
Clay,Mississippi,20408,
Coahoma,Mississippi,25182,"Clarksdale, MS Micropolitan Statistical Area"
Copiah,Mississippi,28921,"Jackson, MS Metropolitan Statistical Area"
Covington,Mississippi,19423,
DeSoto,Mississippi,168240,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Forrest,Mississippi,77059,"Hattiesburg, MS Metropolitan Statistical Area"
