date,end_date,county,state,geoid,type,omit_from_rolling_average,omit_from_rolling_average_on_subgeographies,adjusted_daily_count_for_avg,description
2021-12-31,,,New Hampshire,USA-33,both,,,0,New Hampshire did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,South Dakota,USA-46,both,,,0,South Dakota did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,Idaho,USA-16,both,,,0,Idaho did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,Utah,USA-49,both,,,0,Utah did not announce new cases and deaths for the New Year's holiday.
2021-12-31,2022-01-02,,Vermont,USA-50,both,,,0,Vermont did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,Montana,USA-30,both,,,0,Montana did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,Nebraska,USA-31,both,,,0,Nebraska did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,Oregon,USA-41,both,,,0,Oregon did not announce new cases and deaths for the New Year's holiday.
2021-12-31,2022-01-02,,West Virginia,USA-54,both,,,0,West Virginia did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,Nevada,USA-32,both,,,0,Nevada did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,Kansas,USA-20,both,,,0,Kansas did not announce new cases and deaths for the New Year's holiday.
2021-12-31,,,New Mexico,USA-35,both,,,0,New Mexico did not announce new cases and deaths for the New Year's holiday.
2022-01-01,,,Puerto Rico,USA-72,both,,,0,Puerto Rico did not announce new cases and deaths on New Year's Day.
2022-01-01,,,Alabama,USA-01,both,,,0,Alabama did not announce new data on New Year's Day because of technical issues.
2022-01-01,,,Ohio,USA-39,both,,,0,Ohio did not announce new cases and deaths on New Year's Day.
2022-01-01,,,Maine,USA-23,both,,,0,Maine did not announce new cases and deaths on New Year's Day.
2022-01-03,,,Georgia,USA-13,both,,,0,Georgia was unable to announce new data because of technical issues.
2022-01-03,,,South Carolina,USA-45,both,,,0,South Carolina did not announce new cases and deaths for the New Year's holiday.
2022-01-05,,,Tennessee,USA-47,both,,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week.
2022-01-05,,Washington,Tennessee,USA-47179,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Putnam,Tennessee,USA-47141,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Wilson,Tennessee,USA-47189,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Sumner,Tennessee,USA-47165,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Montgomery,Tennessee,USA-47125,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Maury,Tennessee,USA-47119,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Rutherford,Tennessee,USA-47149,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Blount,Tennessee,USA-47009,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Anderson,Tennessee,USA-47001,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Bedford,Tennessee,USA-47003,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Benton,Tennessee,USA-47005,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Bledsoe,Tennessee,USA-47007,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Bradley,Tennessee,USA-47011,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Campbell,Tennessee,USA-47013,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Cannon,Tennessee,USA-47015,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Carroll,Tennessee,USA-47017,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Carter,Tennessee,USA-47019,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Cheatham,Tennessee,USA-47021,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Chester,Tennessee,USA-47023,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Claiborne,Tennessee,USA-47025,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Clay,Tennessee,USA-47027,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Cocke,Tennessee,USA-47029,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Coffee,Tennessee,USA-47031,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Crockett,Tennessee,USA-47033,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Cumberland,Tennessee,USA-47035,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Decatur,Tennessee,USA-47039,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,DeKalb,Tennessee,USA-47041,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Dickson,Tennessee,USA-47043,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Dyer,Tennessee,USA-47045,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Fayette,Tennessee,USA-47047,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Fentress,Tennessee,USA-47049,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Franklin,Tennessee,USA-47051,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Gibson,Tennessee,USA-47053,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Giles,Tennessee,USA-47055,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Grainger,Tennessee,USA-47057,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Greene,Tennessee,USA-47059,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Grundy,Tennessee,USA-47061,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Hamblen,Tennessee,USA-47063,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Hancock,Tennessee,USA-47067,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Hardeman,Tennessee,USA-47069,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Hardin,Tennessee,USA-47071,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Hawkins,Tennessee,USA-47073,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Haywood,Tennessee,USA-47075,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Henderson,Tennessee,USA-47077,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Henry,Tennessee,USA-47079,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Hickman,Tennessee,USA-47081,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Houston,Tennessee,USA-47083,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Humphreys,Tennessee,USA-47085,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Jackson,Tennessee,USA-47087,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Jefferson,Tennessee,USA-47089,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Johnson,Tennessee,USA-47091,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Lake,Tennessee,USA-47095,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Lauderdale,Tennessee,USA-47097,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Lawrence,Tennessee,USA-47099,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Lewis,Tennessee,USA-47101,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Lincoln,Tennessee,USA-47103,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Loudon,Tennessee,USA-47105,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Macon,Tennessee,USA-47111,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Madison,Tennessee,USA-47113,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Marion,Tennessee,USA-47115,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Marshall,Tennessee,USA-47117,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,McMinn,Tennessee,USA-47107,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,McNairy,Tennessee,USA-47109,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Meigs,Tennessee,USA-47121,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Monroe,Tennessee,USA-47123,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Moore,Tennessee,USA-47127,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Morgan,Tennessee,USA-47129,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Obion,Tennessee,USA-47131,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Overton,Tennessee,USA-47133,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Perry,Tennessee,USA-47135,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Pickett,Tennessee,USA-47137,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Polk,Tennessee,USA-47139,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Rhea,Tennessee,USA-47143,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Roane,Tennessee,USA-47145,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Robertson,Tennessee,USA-47147,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Scott,Tennessee,USA-47151,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Sequatchie,Tennessee,USA-47153,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Sevier,Tennessee,USA-47155,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Smith,Tennessee,USA-47159,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Stewart,Tennessee,USA-47161,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Sullivan,Tennessee,USA-47163,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Tipton,Tennessee,USA-47167,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Trousdale,Tennessee,USA-47169,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Unicoi,Tennessee,USA-47171,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Union,Tennessee,USA-47173,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Van Buren,Tennessee,USA-47175,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Warren,Tennessee,USA-47177,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Wayne,Tennessee,USA-47181,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Weakley,Tennessee,USA-47183,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,White,Tennessee,USA-47185,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-05,,Williamson,Tennessee,USA-47187,cases,yes,,0,Tennessee reduced its data reporting schedule from all weekdays to once a week for county-level cases and deaths.
2022-01-06,2022-01-07,,Georgia,USA-13,both,,,0,Georgia was unable to report new cases and deaths because of technical issues.
2022-01-10,2022-01-11,,Vermont,USA-50,both,,,0,Vermont was unable to report new cases and deaths because of technical issues.
2022-01-10,2022-01-19,McCreary,Kentucky,USA-21147,cases,,,0,Local health officials are temporarily unable to provide cumulative case updates for McCreary County.
2022-01-10,2022-01-17,Pulaski,Kentucky,USA-21199,cases,,,0,Local health officials are temporarily unable to provide cumulative case updates for Pulaski County.
2022-01-10,2022-01-22,Wayne,Kentucky,USA-21231,cases,,,0,Local health officials are temporarily unable to provide cumulative case updates for Wayne County.
2022-01-13,2022-01-14,,Alabama,USA-01,both,,,0,Alabama was unable to report new cases and deaths because of technical issues.
2022-01-14,,,Texas,USA-48,cases,,yes,0,"Texas audited cases data from previous years, which added about 26,000 cases to the state total and resulted in one-day increases or decreases in cumulative cases for many counties."
2022-01-14,,,Texas,USA-48,cases,,,-26236,"Texas audited cases data from previous years, which resulted in the state total increasing by 26,236 cases."
2022-01-17,,,Wyoming,USA-56,both,,,0,Wyoming did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Michigan,USA-26,both,,,0,Michigan did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Washington,USA-53,both,,,0,Washington did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Massachusetts,USA-25,both,,,0,Massachusetts did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Louisiana,USA-22,both,,,0,Louisiana did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Alaska,USA-02,both,,,0,Alaska did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Illinois,USA-17,both,,,0,Illinois did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Wisconsin,USA-55,cases,,,0,"Wisconsin added many cases after resolving a backlog of testing results, particularly in Dane and Waukesha counties."
2022-01-17,,,Mississippi,USA-28,both,,,0,Mississippi did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,South Carolina,USA-45,both,,,0,South Carolina did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,,USA,both,,,0,The daily count is artificially low on Jan. 17 because many states and local jurisdictions did not announce new data on the Martin Luther King Jr. Day holiday.
2022-01-17,,,Minnesota,USA-27,both,,,0,Minnesota did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,North Carolina,USA-37,both,,,0,North Carolina did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,New Hampshire,USA-33,both,,,0,New Hampshire did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,South Dakota,USA-46,both,,,0,South Dakota did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Idaho,USA-16,both,,,0,Idaho did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Kentucky,USA-21,both,,,0,Kentucky did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Utah,USA-49,both,,,0,Utah did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Vermont,USA-50,both,,,0,Vermont did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Montana,USA-30,both,,,0,Montana did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Oregon,USA-41,both,,,0,Oregon did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Nevada,USA-32,both,,,0,Nevada did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,Kansas,USA-20,both,,,0,Kansas did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,,New Mexico,USA-35,both,,,0,New Mexico did not announce new cases and deaths for the Martin Luther King Jr. Day holiday.
2022-01-17,,Dane,Wisconsin,USA-55025,cases,,,0,Wisconsin added many cases in Dane County after resolving a backlog of testing results.
2022-01-17,,Waukesha,Wisconsin,USA-55133,cases,,,0,Wisconsin added many cases in Waukesha County after resolving a backlog of testing results.
2022-01-24,,,North Dakota,USA-38,both,,,0,North Dakota was unable to report new cases and deaths because of technical issues.
2022-01-24,2022-01-25,,South Carolina,USA-45,both,,,0,South Carolina was unable to report new cases and deaths because of technical issues.
2022-01-25,2022-01-26,,Alabama,USA-01,both,,,0,Alabama was unable to report new cases and deaths because of technical issues.
2022-01-25,,Douglas,Nevada,USA-32005,cases,yes,,0,"Nevada removed many cases in several counties, including Douglas County."
2022-01-25,,Lyon,Nevada,USA-32019,cases,yes,,0,"Nevada removed many cases in several counties, including Lyon County."
2022-01-25,,Storey,Nevada,USA-32029,cases,yes,,0,"Nevada removed many cases in several counties, including Storey County."
2022-01-26,,,Washington,USA-53,cases,,,0,Washington added many cases after resolving a backlog of testing results.
2022-01-26,,,Louisiana,USA-22,cases,yes,yes,0,"Louisiana added about 53,000 cases representing people who were infected more than once."
2022-01-29,2022-01-30,,Arkansas,USA-05,both,,,0,Arkansas did not report new cases and deaths during data system maintenance.
2022-01-31,,,Mississippi,USA-28,deaths,,,0,Mississippi added many deaths from earlier in January after reviewing records.
2022-02-01,,King,Washington,USA-53033,both,,,0,King County was unable to report new cases and deaths because of technical issues.
2022-02-02,,Modoc,California,USA-06049,both,,,0,"The Times began using state health department data for Modoc County after the county stopped releasing its own cumulative data, resulting in a one-day decrease in cases and deaths."
2022-02-04,,Whitman,Washington,USA-53075,cases,,,0,Washington removed many cases in Whitman County after adding many cases the previous week.
2022-02-05,2022-02-06,,Alabama,USA-01,both,,,0,Alabama did not report new cases and deaths during data system maintenance.
2022-02-08,,,Pennsylvania,USA-42,cases,,,0,"Pennsylvania removed more than 4,000 previously reported cases across many counties."
2022-02-09,,,Indiana,USA-18,both,,,0,Indiana was unable to report new cases and deaths because of a technical issue.
2022-02-09,2022-02-10,San Mateo,California,USA-06081,cases,yes,,0,"California adjusted the case count in San Mateo County, resulting in an increase on Feb. 9 followed by a decrease on Feb. 10."
2022-02-09,2022-02-10,Lake,California,USA-06033,cases,yes,,0,"California adjusted the case count in Lake County, resulting in an increase on Feb. 9 followed by a decrease on Feb. 10."
2022-02-09,2022-02-10,Monterey,California,USA-06053,cases,yes,,0,"California adjusted the case count in Monterey County, resulting in an increase on Feb. 9 followed by a decrease on Feb. 10."
2022-02-09,2022-02-10,San Francisco,California,USA-06075,cases,yes,,0,"California adjusted the case count in San Francisco County, resulting in an increase on Feb. 9 followed by a decrease on Feb. 10."
2022-02-11,,,Illinois,USA-17,both,,,0,Illinois did not release data because of a state holiday.
2022-02-11,2022-02-13,,Missouri,USA-29,both,,,0,Missouri did not release data because of a state holiday.
2022-02-11,,,Kansas,USA-20,both,,,0,Kansas did not report new cases and deaths during data system maintenance.
2022-02-14,2022-02-27,Kittitas,Washington,USA-53037,cases,yes,,0,"Washington removed many cases in Kittitas County, resulting in artificially low case counts."
2022-02-15,2022-02-20,,Maine,USA-23,cases,yes,yes,0,Maine added many cases after resolving a backlog of testing results. State officials had previously said January case counts were artificially low.
2022-02-16,,,Maryland,USA-24,cases,yes,yes,0,"Maryland added about 24,800 cases from recent months representing people who were infected more than once."
2022-02-16,,,Washington,USA-53,cases,,,0,Washington removed many cases in several large counties.
2022-02-16,,Spokane,Washington,USA-53063,cases,,,0,Washington removed many cases in Spokane County.
2022-02-16,,Pierce,Washington,USA-53053,cases,,,0,Washington removed many cases in Pierce County.
2022-02-16,,Washington,Rhode Island,USA-44009,both,yes,,0,Rhode Island was unable to report new county-level cases and deaths.
2022-02-16,,Providence,Rhode Island,USA-44007,both,yes,,0,Rhode Island was unable to report new county-level cases and deaths.
2022-02-16,,Newport,Rhode Island,USA-44005,both,yes,,0,Rhode Island was unable to report new county-level cases and deaths.
2022-02-16,,Kent,Rhode Island,USA-44003,both,yes,,0,Rhode Island was unable to report new county-level cases and deaths.
2022-02-16,,Bristol,Rhode Island,USA-44001,both,yes,,0,Rhode Island was unable to report new county-level cases and deaths.
2022-02-16,,Franklin,Washington,USA-53021,cases,,,0,Washington removed many cases in Franklin County.
2022-02-16,,Snohomish,Washington,USA-53061,cases,,,0,Washington removed many cases in Snohomish County.
2022-02-16,,Kittitas,Washington,USA-53037,cases,,,0,Washington removed many cases in Kittitas County.
2022-02-16,,Mason,Washington,USA-53045,cases,,,0,Washington removed many cases in Mason County.
2022-02-16,,Whatcom,Washington,USA-53073,cases,,,0,Washington removed many cases in Whatcom County.
2022-02-18,,,Washington,USA-53,cases,yes,yes,0,"Washington removed many cases, resulting in one-day decreases in many counties."
2022-02-18,,,South Dakota,USA-46,cases,,,-676,South Dakota added a backlog of 676 cases from one facility.
2022-02-23,,Kittitas,Washington,USA-53037,cases,,,0,Washington removed many cases in Kittitas County.
2022-02-23,,Clallam,Washington,USA-53009,cases,,,0,Washington removed many cases in Clallam County.
2022-02-23,,Thurston,Washington,USA-53067,cases,,,0,Washington removed many cases in Thurston County.
2022-02-24,,,Delaware,USA-10,cases,yes,yes,0,Delaware added many cases from a backlog of test results submitted by fax during previous weeks in 2022. 
2022-02-24,2022-03-02,Salem city,Virginia,USA-51775,cases,,,0,Virginia removed many cases previously reported in Salem.
2022-02-25,,,California,USA-06,cases,,,0,"California added a backlog of about 4,400 cases from one lab."
2022-02-26,,,Arizona,USA-04,both,,,0,Arizona stopped daily data updates and transitioned to a weekly reporting schedule.
2022-02-26,2022-03-01,,Louisiana,USA-22,both,,,0,Louisiana did not report new cases and deaths for the Mardi Gras holiday.
2022-02-28,,,Nebraska,USA-31,cases,yes,yes,0,Nebraska added many cases from recent months representing people who were infected more than once.
2022-02-28,2022-03-02,Bennington,Vermont,USA-50003,cases,yes,,0,Vermont reallocated many cases to Bennington County.
2022-02-28,2022-03-03,Roanoke,Virginia,USA-51161,cases,yes,,0,"Virginia reallocated many cases, resulting in an increase in cases in Roanoke County."
2022-03-01,,,Iowa,USA-19,cases,yes,,0,"Iowa added more than 5,000 previously unreported cases. "
2022-03-01,,,Vermont,USA-50,both,,,0,"Vermont did not announce new cases and deaths for Town Meeting Day, a state holiday."
2022-03-01,,Lubbock,Texas,USA-48303,cases,yes,,0,"The Times began using the state’s count for Lubbock County after local officials stopped regularly reporting new cases, resulting in a one-day decrease in cases."
2022-03-02,,Carlton,Minnesota,USA-27017,cases,,,0,Minnesota removed cases in Carlton County.
2022-03-02,,Clay,Minnesota,USA-27027,cases,,,0,Minnesota removed cases in Clay County.
2022-03-02,,Hennepin,Minnesota,USA-27053,cases,,,0,Minnesota removed many cases in Hennepin County.
2022-03-02,,McLeod,Minnesota,USA-27085,cases,,,0,Minnesota removed cases in McLeod County.
2022-03-02,,Scott,Minnesota,USA-27139,cases,,,0,Minnesota removed cases in Scott County.
2022-03-02,,Washington,Minnesota,USA-27163,cases,,,0,Minnesota removed many cases in Washington County.
2022-03-02,,Addison,Vermont,USA-50001,cases,yes,,0,Vermont reallocated many cases to Addison County.
2022-03-02,,Caledonia,Vermont,USA-50005,cases,yes,,0,Vermont reallocated many cases to Caledonia County.
2022-03-02,,Chittenden,Vermont,USA-50007,cases,yes,,0,Vermont reallocated many cases to Chittenden County.
2022-03-02,,Essex,Vermont,USA-50009,cases,yes,,0,Vermont reallocated many cases to Essex County.
2022-03-02,,Franklin,Vermont,USA-50011,cases,yes,,0,Vermont reallocated many cases to Franklin County.
2022-03-02,,Grand Isle,Vermont,USA-50013,cases,yes,,0,Vermont reallocated many cases to Grand Isle County.
2022-03-02,,Lamoille,Vermont,USA-50015,cases,yes,,0,Vermont reallocated many cases to Lamoille County.
2022-03-02,,Orange,Vermont,USA-50017,cases,yes,,0,Vermont reallocated many cases to Orange County.
2022-03-02,,Orleans,Vermont,USA-50019,cases,yes,,0,Vermont reallocated many cases to Orleans County.
2022-03-02,,Rutland,Vermont,USA-50021,cases,yes,,0,Vermont reallocated many cases to Rutland County.
2022-03-02,,Washington,Vermont,USA-50023,cases,yes,,0,Vermont reallocated many cases to Washington County.
2022-03-02,,Windham,Vermont,USA-50025,cases,yes,,0,Vermont reallocated many cases to Windham County.
2022-03-02,,Windsor,Vermont,USA-50027,cases,yes,,0,Vermont reallocated many cases to Windsor County.
2022-03-03,2022-03-07,Wayne,Nebraska,USA-31179,cases,yes,,0,Nebraska added a backlog of cases in Wayne County from recent months.
2022-03-04,,Whitman,Washington,USA-53075,cases,yes,,0,"The Times began using the state’s count for Whitman County after local officials stopped regularly reporting new cases, resulting in a one-day decrease in cases."
